134.58,102.54,0,103.94,1150.08,833.34,0,96.87,3,26.34292915
134.58,102.54,0,103.94,1150.08,833.34,0,96.87,7,32.3834448
134.58,102.54,0,103.94,1150.08,833.34,0,96.87,28,46.64534264
134.58,102.54,0,103.94,1150.08,833.34,0,96.87,90,68.28923137
134.58,102.54,0,103.94,1150.08,833.34,0,96.87,365,79.19550257
134.58,102.54,0,103.94,1150.08,833.34,0,96.87,3,32.21479112
134.58,102.54,0,103.94,1150.08,833.34,0,96.87,7,37.24920035
134.58,102.54,0,103.94,1150.08,833.34,0,96.87,28,58.22235146
134.58,102.54,0,103.94,1150.08,833.34,0,96.87,90,73.32364059
134.58,102.54,0,103.94,1150.08,833.34,0,96.87,365,90.43714258
134.58,102.54,2.37,103.94,1150.08,833.34,0,96.87,3,39.76543569
134.58,102.54,2.37,103.94,1150.08,833.34,0,96.87,7,43.96045362
134.58,102.54,2.37,103.94,1150.08,833.34,0,96.87,28,49.83425414
134.58,102.54,2.37,103.94,1150.08,833.34,0,96.87,90,66.77910245
134.58,102.54,2.37,103.94,1150.08,833.34,0,96.87,365,75.16913832
134.58,102.54,4.74,103.94,1150.08,833.34,0,96.87,3,31.5440535
134.58,102.54,4.74,103.94,1150.08,833.34,0,96.87,7,36.91383154
134.58,102.54,4.74,103.94,1150.08,833.34,0,96.87,28,43.289716
134.58,102.54,4.74,103.94,1150.08,833.34,0,96.87,90,60.23456431
134.58,102.54,4.74,103.94,1150.08,833.34,0,96.87,365,67.45177862
134.58,102.54,7.11,103.94,1035.07,833.34,115.08,96.87,3,19.80032955
134.58,102.54,7.11,103.94,1035.07,833.34,115.08,96.87,7,24.6660851
134.58,102.54,7.11,103.94,1035.07,833.34,115.08,96.87,28,37.41591548
134.58,102.54,7.11,103.94,1035.07,833.34,115.08,96.87,90,46.30997383
134.58,102.54,7.11,103.94,1035.07,833.34,115.08,96.87,365,62.58408452
134.58,102.54,0,103.94,1035.07,833.34,115.08,96.87,3,33.72685858
134.58,102.54,0,103.94,1035.07,833.34,115.08,96.87,7,41.77958709
134.58,102.54,0,103.94,1035.07,833.34,115.08,96.87,28,53.35659591
134.58,102.54,0,103.94,1035.07,833.34,115.08,96.87,90,70.80546671
134.58,102.54,0,103.94,1035.07,833.34,115.08,96.87,365,78.86013376
134.58,102.54,2.37,103.94,1035.07,833.34,115.08,96.87,3,22.6519337
134.58,102.54,2.37,103.94,1035.07,833.34,115.08,96.87,7,29.69855578
134.58,102.54,2.37,103.94,1035.07,833.34,115.08,96.87,28,44.12716875
134.58,102.54,2.37,103.94,1035.07,833.34,115.08,96.87,90,50.1676844
134.58,102.54,2.37,103.94,1035.07,833.34,115.08,96.87,365,64.59823592
134.58,102.54,4.74,103.94,1035.07,833.34,115.08,96.87,3,17.11350199
134.58,102.54,4.74,103.94,1035.07,833.34,115.08,96.87,7,18.95899971
134.58,102.54,4.74,103.94,1035.07,833.34,115.08,96.87,28,35.90578657
134.58,102.54,4.74,103.94,1035.07,833.34,115.08,96.87,90,47.14742658
134.58,102.54,4.74,103.94,1035.07,833.34,115.08,96.87,365,58.55772027
134.58,102.54,7.11,103.94,920.06,833.34,230.17,96.87,3,19.96704468
134.58,102.54,7.11,103.94,920.06,833.34,230.17,96.87,7,22.6519337
134.58,102.54,7.11,103.94,920.06,833.34,230.17,96.87,28,33.22089755
134.58,102.54,7.11,103.94,920.06,833.34,230.17,96.87,90,41.77958709
134.58,102.54,7.11,103.94,920.06,833.34,230.17,96.87,365,53.0212271
134.58,102.54,0,103.94,920.06,833.34,230.17,96.87,3,26.67829795
134.58,102.54,0,103.94,920.06,833.34,230.17,96.87,7,32.04807599
134.58,102.54,0,103.94,920.06,833.34,230.17,96.87,28,42.61703984
134.58,102.54,0,103.94,920.06,833.34,230.17,96.87,90,50.84036057
134.58,102.54,0,103.94,920.06,833.34,230.17,96.87,365,64.26286711
134.58,102.54,2.37,103.94,920.06,833.34,230.17,96.87,3,21.97925754
134.58,102.54,2.37,103.94,920.06,833.34,230.17,96.87,7,26.6802365
134.58,102.54,2.37,103.94,920.06,833.34,230.17,96.87,28,37.41591548
134.58,102.54,2.37,103.94,920.06,833.34,230.17,96.87,90,44.46253756
134.58,102.54,2.37,103.94,920.06,833.34,230.17,96.87,365,59.39711156
134.58,102.54,4.74,103.94,920.06,833.34,230.17,96.87,3,14.934574
134.58,102.54,4.74,103.94,920.06,833.34,230.17,96.87,7,18.79228458
134.58,102.54,4.74,103.94,920.06,833.34,230.17,96.87,28,30.87331589
134.58,102.54,4.74,103.94,920.06,833.34,230.17,96.87,90,42.62091693
134.58,102.54,4.74,103.94,920.06,833.34,230.17,96.87,365,50.67170689
134.58,102.54,7.11,103.94,805.05,833.34,345.27,96.87,3,11.24164001
134.58,102.54,7.11,103.94,805.05,833.34,345.27,96.87,7,19.63167587
134.58,102.54,7.11,103.94,805.05,833.34,345.27,96.87,28,29.5299021
134.58,102.54,7.11,103.94,805.05,833.34,345.27,96.87,90,33.72492003
